item_id,title,description,institution,course_url
coursera_recruiting-hiring-onboarding-employees,"Recruiting, Hiring, and Onboarding Employees","Recruiting, Hiring, and Onboarding Employees by University of Minnesota. A curated course designed to build practical skills and confidence.",University of Minnesota,https://www.coursera.org/learn/recruiting-hiring-onboarding-employees
coursera_aws-fundamentals-addressing-security-risk,AWS Fundamentals: Addressing Security Risk,AWS Fundamentals: Addressing Security Risk by Amazon Web Services. A curated course designed to build practical skills and confidence.,Amazon Web Services,https://www.coursera.org/learn/aws-fundamentals-addressing-security-risk
coursera_plato,Ancient Philosophy: Plato & His Predecessors,Ancient Philosophy: Plato & His Predecessors by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/plato
coursera_social-innovation,Becoming a changemaker: Introduction to Social Innovation,Becoming a changemaker: Introduction to Social Innovation by University of Cape Town. A curated course designed to build practical skills and confidence.,University of Cape Town,https://www.coursera.org/learn/social-innovation
coursera_spanish-in-healthcare-settings,Spanish for Successful Communication in Healthcare Settings,Spanish for Successful Communication in Healthcare Settings by Rice University. A curated course designed to build practical skills and confidence.,Rice University,https://www.coursera.org/learn/spanish-in-healthcare-settings
coursera_change-management,Leading transformations: Manage change,Leading transformations: Manage change by Macquarie University. A curated course designed to build practical skills and confidence.,Macquarie University,https://www.coursera.org/learn/change-management
coursera_systems-engineering,Introduction to Systems Engineering,Introduction to Systems Engineering by UNSW Sydney (The University of New South Wales). A curated course designed to build practical skills and confidence.,UNSW Sydney (The University of New South Wales),https://www.coursera.org/learn/systems-engineering
coursera_marketing-analytics,Digital Marketing Analytics in Theory,Digital Marketing Analytics in Theory by University of Illinois at Urbana-Champaign. A curated course designed to build practical skills and confidence.,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/marketing-analytics
coursera_analytics-tableau,Data Visualization and Communication with Tableau,Data Visualization and Communication with Tableau by Duke University. A curated course designed to build practical skills and confidence.,Duke University,https://www.coursera.org/learn/analytics-tableau
coursera_mcmc-bayesian-statistics,Bayesian Statistics: Techniques and Models,"Bayesian Statistics: Techniques and Models by University of California, Santa Cruz. A curated course designed to build practical skills and confidence.","University of California, Santa Cruz",https://www.coursera.org/learn/mcmc-bayesian-statistics
coursera_humanrights,Human Rights for Open Societies,Human Rights for Open Societies by Utrecht University. A curated course designed to build practical skills and confidence.,Utrecht University,https://www.coursera.org/learn/humanrights
coursera_introduction-to-computers-and-office-productivity-software,Introduction to Computers and Office Productivity Software,Introduction to Computers and Office Productivity Software by The Hong Kong University of Science and Technology. A curated course designed to build practical skills and confidence.,The Hong Kong University of Science and Technology,https://www.coursera.org/learn/introduction-to-computers-and-office-productivity-software
coursera_quantum-computing-algorithms,The Introduction to Quantum Computing,The Introduction to Quantum Computing by Saint Petersburg State University. A curated course designed to build practical skills and confidence.,Saint Petersburg State University,https://www.coursera.org/learn/quantum-computing-algorithms
coursera_intercultural,Intercultural Management,Intercultural Management by ESCP Business School. A curated course designed to build practical skills and confidence.,ESCP Business School,https://www.coursera.org/learn/intercultural
coursera_getinmooc,Get Interactive: Practical Teaching with Technology,Get Interactive: Practical Teaching with Technology by University of London. A curated course designed to build practical skills and confidence.,University of London,https://www.coursera.org/learn/getinmooc
coursera_international-law-in-action-2,International Law In Action: Investigating and Prosecuting International Crimes,International Law In Action: Investigating and Prosecuting International Crimes by Universiteit Leiden. A curated course designed to build practical skills and confidence.,Universiteit Leiden,https://www.coursera.org/learn/international-law-in-action-2
coursera_global-financial-markets-instruments,Global Financial Markets and Instruments,Global Financial Markets and Instruments by Rice University. A curated course designed to build practical skills and confidence.,Rice University,https://www.coursera.org/learn/global-financial-markets-instruments
coursera_write-your-first-novel,Write Your First Novel,Write Your First Novel by Michigan State University. A curated course designed to build practical skills and confidence.,Michigan State University,https://www.coursera.org/learn/write-your-first-novel
coursera_enfant-developpement,Développement psychologique de l'enfant,Développement psychologique de l'enfant by University of Geneva. A curated course designed to build practical skills and confidence.,University of Geneva,https://www.coursera.org/learn/enfant-developpement
coursera_songwriting-lyrics,Songwriting: Writing the Lyrics,Songwriting: Writing the Lyrics by Berklee College of Music. A curated course designed to build practical skills and confidence.,Berklee College of Music,https://www.coursera.org/learn/songwriting-lyrics
coursera_python-plotting,"Applied Plotting, Charting & Data Representation in Python","Applied Plotting, Charting & Data Representation in Python by University of Michigan. A curated course designed to build practical skills and confidence.",University of Michigan,https://www.coursera.org/learn/python-plotting
coursera_systems-thinking,Systems Thinking In Public Health,Systems Thinking In Public Health by Johns Hopkins University. A curated course designed to build practical skills and confidence.,Johns Hopkins University,https://www.coursera.org/learn/systems-thinking
coursera_excel-advanced,Excel Skills for Business: Advanced,Excel Skills for Business: Advanced by Macquarie University. A curated course designed to build practical skills and confidence.,Macquarie University,https://www.coursera.org/learn/excel-advanced
coursera_neuroeconomics,Introduction to Neuroeconomics: How the Brain Makes Decisions,Introduction to Neuroeconomics: How the Brain Makes Decisions by National Research University Higher School of Economics. A curated course designed to build practical skills and confidence.,National Research University Higher School of Economics,https://www.coursera.org/learn/neuroeconomics
coursera_community-organizing,Community Organizing for Social Justice,Community Organizing for Social Justice by University of Michigan. A curated course designed to build practical skills and confidence.,University of Michigan,https://www.coursera.org/learn/community-organizing
coursera_nand2tetris2,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course) by Hebrew University of Jerusalem. A curated course designed to build practical skills and confidence.,Hebrew University of Jerusalem,https://www.coursera.org/learn/nand2tetris2
coursera_global-financial-crisis,The Global Financial Crisis,The Global Financial Crisis by Yale University. A curated course designed to build practical skills and confidence.,Yale University,https://www.coursera.org/learn/global-financial-crisis
coursera_upravleniya-proektami-agile-scrum,Agile и Scrum в работе над проектами и продуктами,Agile и Scrum в работе над проектами и продуктами by E-Learning Development Fund. A curated course designed to build practical skills and confidence.,E-Learning Development Fund,https://www.coursera.org/learn/upravleniya-proektami-agile-scrum
coursera_renewable-energy-entrepreneurship,Renewable Energy and Green Building Entrepreneurship,Renewable Energy and Green Building Entrepreneurship by Duke University. A curated course designed to build practical skills and confidence.,Duke University,https://www.coursera.org/learn/renewable-energy-entrepreneurship
coursera_the-cycle,The Cycle: Management of Successful Arts and Cultural Organizations,"The Cycle: Management of Successful Arts and Cultural Organizations by University of Maryland, College Park. A curated course designed to build practical skills and confidence.","University of Maryland, College Park",https://www.coursera.org/learn/the-cycle
coursera_privacy-law-data-protection,Privacy Law and Data Protection,Privacy Law and Data Protection by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/privacy-law-data-protection
coursera_building-modern-python-applications-on-aws,Building Modern Python Applications on AWS,Building Modern Python Applications on AWS by Amazon Web Services. A curated course designed to build practical skills and confidence.,Amazon Web Services,https://www.coursera.org/learn/building-modern-python-applications-on-aws
coursera_digital-business-models,Digital Business Models,Digital Business Models by Lund University. A curated course designed to build practical skills and confidence.,Lund University,https://www.coursera.org/learn/digital-business-models
coursera_everyday-excel-part-2,"Everyday Excel, Part 2","Everyday Excel, Part 2 by University of Colorado Boulder. A curated course designed to build practical skills and confidence.",University of Colorado Boulder,https://www.coursera.org/learn/everyday-excel-part-2
coursera_cloud-infrastructure-design-process,Reliable Google Cloud Infrastructure: Design and Process,Reliable Google Cloud Infrastructure: Design and Process by Google Cloud. A curated course designed to build practical skills and confidence.,Google Cloud,https://www.coursera.org/learn/cloud-infrastructure-design-process
coursera_introduction-to-computer-programming,Introduction to Computer Programming,Introduction to Computer Programming by University of London. A curated course designed to build practical skills and confidence.,University of London,https://www.coursera.org/learn/introduction-to-computer-programming
coursera_big-data-essentials,"Big Data Essentials: HDFS, MapReduce and Spark RDD","Big Data Essentials: HDFS, MapReduce and Spark RDD by Yandex. A curated course designed to build practical skills and confidence.",Yandex,https://www.coursera.org/learn/big-data-essentials
coursera_dermatology,Dermatology: Trip to skin,Dermatology: Trip to skin by Novosibirsk State University. A curated course designed to build practical skills and confidence.,Novosibirsk State University ,https://www.coursera.org/learn/dermatology
coursera_sustainable-tourism,Sustainable Tourism – promoting environmental public health,Sustainable Tourism – promoting environmental public health by University of Copenhagen. A curated course designed to build practical skills and confidence.,University of Copenhagen,https://www.coursera.org/learn/sustainable-tourism
coursera_contact-tracing-for-covid-19,Population Health During A Pandemic: Contact Tracing and Beyond,Population Health During A Pandemic: Contact Tracing and Beyond by University of Houston. A curated course designed to build practical skills and confidence.,University of Houston,https://www.coursera.org/learn/contact-tracing-for-covid-19
coursera_social-impact,Social Impact Strategy: Tools for Entrepreneurs and Innovators,Social Impact Strategy: Tools for Entrepreneurs and Innovators by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/social-impact
coursera_c-for-everyone,C for Everyone: Programming Fundamentals,"C for Everyone: Programming Fundamentals by University of California, Santa Cruz. A curated course designed to build practical skills and confidence.","University of California, Santa Cruz",https://www.coursera.org/learn/c-for-everyone
coursera_intro-sql,Introduction to Structured Query Language (SQL),Introduction to Structured Query Language (SQL) by University of Michigan. A curated course designed to build practical skills and confidence.,University of Michigan,https://www.coursera.org/learn/intro-sql
coursera_social-economic-networks,Social and Economic Networks:  Models and Analysis,Social and Economic Networks:  Models and Analysis by Stanford University. A curated course designed to build practical skills and confidence.,Stanford University,https://www.coursera.org/learn/social-economic-networks
coursera_cats-and-dogs,The Truth About Cats and Dogs,The Truth About Cats and Dogs by The University of Edinburgh. A curated course designed to build practical skills and confidence.,The University of Edinburgh,https://www.coursera.org/learn/cats-and-dogs
coursera_sports-society,Sports and Society,Sports and Society by Duke University. A curated course designed to build practical skills and confidence.,Duke University,https://www.coursera.org/learn/sports-society
coursera_ds,Fundamentals of Scalable Data Science,Fundamentals of Scalable Data Science by IBM. A curated course designed to build practical skills and confidence.,IBM,https://www.coursera.org/learn/ds
coursera_effective-compliance-programs,Effective Compliance Programs,Effective Compliance Programs by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/effective-compliance-programs
coursera_transformation-global-food-system,Transformation of the Global Food System,Transformation of the Global Food System by University of Copenhagen. A curated course designed to build practical skills and confidence.,University of Copenhagen,https://www.coursera.org/learn/transformation-global-food-system
coursera_django-database-web-apps,Web Application Technologies and Django,Web Application Technologies and Django by University of Michigan. A curated course designed to build practical skills and confidence.,University of Michigan,https://www.coursera.org/learn/django-database-web-apps
coursera_curanderismo-plants,Curanderismo: Traditional Healing Using Plants,Curanderismo: Traditional Healing Using Plants by University of New Mexico. A curated course designed to build practical skills and confidence.,University of New Mexico,https://www.coursera.org/learn/curanderismo-plants
coursera_python-machine-learning,Applied Machine Learning in Python,Applied Machine Learning in Python by University of Michigan. A curated course designed to build practical skills and confidence.,University of Michigan,https://www.coursera.org/learn/python-machine-learning
coursera_troubleshooting-debugging-techniques,Troubleshooting and Debugging Techniques,Troubleshooting and Debugging Techniques by Google. A curated course designed to build practical skills and confidence.,Google,https://www.coursera.org/learn/troubleshooting-debugging-techniques
coursera_introduction-programming-unity,Introduction to C# Programming and Unity,Introduction to C# Programming and Unity by University of Colorado System. A curated course designed to build practical skills and confidence.,University of Colorado System,https://www.coursera.org/learn/introduction-programming-unity
coursera_correccion-estilo-variaciones,"Corrección, estilo y  variaciones de la lengua española","Corrección, estilo y  variaciones de la lengua española by Universitat Autònoma de Barcelona. A curated course designed to build practical skills and confidence.",Universitat Autònoma de Barcelona,https://www.coursera.org/learn/correccion-estilo-variaciones
coursera_fondamentaux-negociation,Les Fondamentaux de la Négociation,Les Fondamentaux de la Négociation by ESSEC Business School. A curated course designed to build practical skills and confidence.,ESSEC Business School,https://www.coursera.org/learn/fondamentaux-negociation
coursera_introduction-clinical-data,Introduction to Clinical Data,Introduction to Clinical Data by Stanford University. A curated course designed to build practical skills and confidence.,Stanford University,https://www.coursera.org/learn/introduction-clinical-data
coursera_success,The Science of Success: What Researchers Know that You Should Know,The Science of Success: What Researchers Know that You Should Know by University of Michigan. A curated course designed to build practical skills and confidence.,University of Michigan,https://www.coursera.org/learn/success
coursera_finance-for-non-financial-managers,Finance for Non-Financial Managers,Finance for Non-Financial Managers by Emory University. A curated course designed to build practical skills and confidence.,Emory University,https://www.coursera.org/learn/finance-for-non-financial-managers
coursera_music-theory,Getting Started With Music Theory,Getting Started With Music Theory by Michigan State University. A curated course designed to build practical skills and confidence.,Michigan State University,https://www.coursera.org/learn/music-theory
coursera_digital-analytics,Digital Marketing Analytics in Practice,Digital Marketing Analytics in Practice by University of Illinois at Urbana-Champaign. A curated course designed to build practical skills and confidence.,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/digital-analytics
coursera_horse-care,The Horse Course: Introduction to Basic Care and Management,The Horse Course: Introduction to Basic Care and Management by University of Florida. A curated course designed to build practical skills and confidence.,University of Florida,https://www.coursera.org/learn/horse-care
coursera_verb-passives,Verb Tenses and Passives,"Verb Tenses and Passives by University of California, Irvine. A curated course designed to build practical skills and confidence.","University of California, Irvine",https://www.coursera.org/learn/verb-passives
coursera_gestion-organizaciones-efectivas,Gestión de organizaciones efectivas,Gestión de organizaciones efectivas by Pontificia Universidad Católica de Chile. A curated course designed to build practical skills and confidence.,Pontificia Universidad Católica de Chile,https://www.coursera.org/learn/gestion-organizaciones-efectivas
coursera_big-data-introduction,Introduction to Big Data,Introduction to Big Data by University of California San Diego. A curated course designed to build practical skills and confidence.,University of California San Diego,https://www.coursera.org/learn/big-data-introduction
coursera_contrats,Rédaction de contrats,Rédaction de contrats by University of Geneva. A curated course designed to build practical skills and confidence.,University of Geneva,https://www.coursera.org/learn/contrats
coursera_philosophy-cognitive-sciences,Philosophy and the Sciences: Introduction to the Philosophy of Cognitive Sciences,Philosophy and the Sciences: Introduction to the Philosophy of Cognitive Sciences by The University of Edinburgh. A curated course designed to build practical skills and confidence.,The University of Edinburgh,https://www.coursera.org/learn/philosophy-cognitive-sciences
coursera_schizophrenia,Schizophrenia,Schizophrenia by Wesleyan University. A curated course designed to build practical skills and confidence.,Wesleyan University,https://www.coursera.org/learn/schizophrenia
coursera_ecology-conservation,Ecology: Ecosystem Dynamics and Conservation,Ecology: Ecosystem Dynamics and Conservation by Howard Hughes Medical Institute. A curated course designed to build practical skills and confidence.,Howard Hughes Medical Institute ,https://www.coursera.org/learn/ecology-conservation
coursera_game-development,Introduction to Game Development,Introduction to Game Development by Michigan State University. A curated course designed to build practical skills and confidence.,Michigan State University,https://www.coursera.org/learn/game-development
coursera_practical-time-series-analysis,Practical Time Series Analysis,Practical Time Series Analysis by The State University of New York. A curated course designed to build practical skills and confidence.,The State University of New York,https://www.coursera.org/learn/practical-time-series-analysis
coursera_vlsi-cad-logic,VLSI CAD Part I: Logic,VLSI CAD Part I: Logic by University of Illinois at Urbana-Champaign. A curated course designed to build practical skills and confidence.,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/vlsi-cad-logic
coursera_google-kubernetes-engine,Getting Started with Google Kubernetes Engine,Getting Started with Google Kubernetes Engine by Google Cloud. A curated course designed to build practical skills and confidence.,Google Cloud,https://www.coursera.org/learn/google-kubernetes-engine
coursera_gcp-exploring-preparing-data-bigquery,Exploring ​and ​Preparing ​your ​Data with BigQuery,Exploring ​and ​Preparing ​your ​Data with BigQuery by Google Cloud. A curated course designed to build practical skills and confidence.,Google Cloud,https://www.coursera.org/learn/gcp-exploring-preparing-data-bigquery
coursera_six-sigma-organization-advanced,Six Sigma and the Organization (Advanced),Six Sigma and the Organization (Advanced) by University System of Georgia. A curated course designed to build practical skills and confidence.,University System of Georgia,https://www.coursera.org/learn/six-sigma-organization-advanced
coursera_social-work-practice-advocating-social-justice-and-change,Social Work Practice: Advocating Social Justice and Change,Social Work Practice: Advocating Social Justice and Change by University of Michigan. A curated course designed to build practical skills and confidence.,University of Michigan,https://www.coursera.org/learn/social-work-practice-advocating-social-justice-and-change
coursera_machine-learning-duke,Introduction to Machine Learning,Introduction to Machine Learning by Duke University. A curated course designed to build practical skills and confidence.,Duke University,https://www.coursera.org/learn/machine-learning-duke
coursera_wharton-launching-startup,Entrepreneurship 2: Launching your Start-Up,Entrepreneurship 2: Launching your Start-Up by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/wharton-launching-startup
coursera_nanotechnology,Nanotechnology: A Maker’s Course,Nanotechnology: A Maker’s Course by Duke University. A curated course designed to build practical skills and confidence.,Duke University,https://www.coursera.org/learn/nanotechnology
coursera_creative-problem-solving,Creative Problem Solving,Creative Problem Solving by University of Minnesota. A curated course designed to build practical skills and confidence.,University of Minnesota,https://www.coursera.org/learn/creative-problem-solving
coursera_sleep,"Sleep: Neurobiology, Medicine, and Society","Sleep: Neurobiology, Medicine, and Society by University of Michigan. A curated course designed to build practical skills and confidence.",University of Michigan,https://www.coursera.org/learn/sleep
coursera_covid-19-what-you-need-to-know,COVID-19: What You Need to Know (CME Eligible),COVID-19: What You Need to Know (CME Eligible) by Osmosis. A curated course designed to build practical skills and confidence.,Osmosis,https://www.coursera.org/learn/covid-19-what-you-need-to-know
coursera_classical-sociological-theory,Classical Sociological Theory,Classical Sociological Theory by University of Amsterdam. A curated course designed to build practical skills and confidence.,University of Amsterdam,https://www.coursera.org/learn/classical-sociological-theory
coursera_electricity,Electric Industry Operations and Markets,Electric Industry Operations and Markets by Duke University. A curated course designed to build practical skills and confidence.,Duke University,https://www.coursera.org/learn/electricity
coursera_preparing-cloud-professional-cloud-architect-exam,Preparing for the Google Cloud Professional Cloud Architect Exam,Preparing for the Google Cloud Professional Cloud Architect Exam by Google Cloud. A curated course designed to build practical skills and confidence.,Google Cloud,https://www.coursera.org/learn/preparing-cloud-professional-cloud-architect-exam
coursera_powerpoint-presentations,Effective Business Presentations with Powerpoint,Effective Business Presentations with Powerpoint by PwC. A curated course designed to build practical skills and confidence.,PwC,https://www.coursera.org/learn/powerpoint-presentations
coursera_wharton-financial-accounting,More Introduction to Financial Accounting,More Introduction to Financial Accounting by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/wharton-financial-accounting
coursera_wharton-cryptocurrency-blockchain-introduction-digital-currency,Cryptocurrency and Blockchain: An Introduction to Digital Currencies,Cryptocurrency and Blockchain: An Introduction to Digital Currencies by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/wharton-cryptocurrency-blockchain-introduction-digital-currency
coursera_dairy-production,Dairy Production and Management,Dairy Production and Management by The Pennsylvania State University. A curated course designed to build practical skills and confidence.,The Pennsylvania State University,https://www.coursera.org/learn/dairy-production
coursera_understanding-arguments,Think Again I: How to Understand Arguments,Think Again I: How to Understand Arguments by Duke University. A curated course designed to build practical skills and confidence.,Duke University,https://www.coursera.org/learn/understanding-arguments
coursera_develop-your-musicianship,Developing Your Musicianship,Developing Your Musicianship by Berklee College of Music. A curated course designed to build practical skills and confidence.,Berklee College of Music,https://www.coursera.org/learn/develop-your-musicianship
coursera_wharton-operations,Introduction to Operations Management,Introduction to Operations Management by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/wharton-operations
coursera_oralcavity,The Oral Cavity: Portal to Health and Disease,The Oral Cavity: Portal to Health and Disease by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/oralcavity
coursera_preparing-cloud-associate-cloud-engineer-exam,Preparing for the Google Cloud Associate Cloud Engineer Exam,Preparing for the Google Cloud Associate Cloud Engineer Exam by Google Cloud. A curated course designed to build practical skills and confidence.,Google Cloud,https://www.coursera.org/learn/preparing-cloud-associate-cloud-engineer-exam
coursera_neuroscience-neuroimaging,Fundamental Neuroscience for Neuroimaging,Fundamental Neuroscience for Neuroimaging by Johns Hopkins University. A curated course designed to build practical skills and confidence.,Johns Hopkins University,https://www.coursera.org/learn/neuroscience-neuroimaging
coursera_european-law-fundamentals,European Business Law: Understanding the Fundamentals,European Business Law: Understanding the Fundamentals by Lund University. A curated course designed to build practical skills and confidence.,Lund University,https://www.coursera.org/learn/european-law-fundamentals
coursera_teachlanguageonline,Teach English Now! Teaching Language Online,Teach English Now! Teaching Language Online by Arizona State University. A curated course designed to build practical skills and confidence.,Arizona State University,https://www.coursera.org/learn/teachlanguageonline
coursera_front-end-react,Front-End Web Development with React,Front-End Web Development with React by The Hong Kong University of Science and Technology. A curated course designed to build practical skills and confidence.,The Hong Kong University of Science and Technology,https://www.coursera.org/learn/front-end-react
coursera_music-business-foundations,Music Business Foundations,Music Business Foundations by Berklee College of Music. A curated course designed to build practical skills and confidence.,Berklee College of Music,https://www.coursera.org/learn/music-business-foundations
coursera_intro-business-analytics,Introduction to Business Analytics: Communicating with Data,Introduction to Business Analytics: Communicating with Data by University of Illinois at Urbana-Champaign. A curated course designed to build practical skills and confidence.,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/intro-business-analytics
coursera_security-safety-globalized-world,Security & Safety Challenges in a Globalized World,Security & Safety Challenges in a Globalized World by Universiteit Leiden. A curated course designed to build practical skills and confidence.,Universiteit Leiden,https://www.coursera.org/learn/security-safety-globalized-world
coursera_ml-foundations,Machine Learning Foundations: A Case Study Approach,Machine Learning Foundations: A Case Study Approach by University of Washington. A curated course designed to build practical skills and confidence.,University of Washington,https://www.coursera.org/learn/ml-foundations
coursera_accounting-analytics,Accounting Analytics,Accounting Analytics by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/accounting-analytics
coursera_strategic-business-management-microeconomics,Strategic Business Management - Microeconomics,"Strategic Business Management - Microeconomics by University of California, Irvine. A curated course designed to build practical skills and confidence.","University of California, Irvine",https://www.coursera.org/learn/strategic-business-management-microeconomics
coursera_epidemic-pandemic-outbreak,"Epidemics, Pandemics and Outbreaks","Epidemics, Pandemics and Outbreaks by University of Pittsburgh. A curated course designed to build practical skills and confidence.",University of Pittsburgh,https://www.coursera.org/learn/epidemic-pandemic-outbreak
coursera_roman-architecture,Roman Architecture,Roman Architecture by Yale University. A curated course designed to build practical skills and confidence.,Yale University,https://www.coursera.org/learn/roman-architecture
coursera_data-management,Research Data Management and Sharing,Research Data Management and Sharing by The University of Edinburgh. A curated course designed to build practical skills and confidence.,The University of Edinburgh,https://www.coursera.org/learn/data-management
coursera_introduction-genomics,Introduction to Genomic Technologies,Introduction to Genomic Technologies by Johns Hopkins University. A curated course designed to build practical skills and confidence.,Johns Hopkins University,https://www.coursera.org/learn/introduction-genomics
coursera_strategic-management,Strategic Management,Strategic Management by Copenhagen Business School. A curated course designed to build practical skills and confidence.,Copenhagen Business School,https://www.coursera.org/learn/strategic-management
coursera_cybersecurity-compliance-framework-system-administration,Cybersecurity Compliance Framework & System Administration,Cybersecurity Compliance Framework & System Administration by IBM. A curated course designed to build practical skills and confidence.,IBM,https://www.coursera.org/learn/cybersecurity-compliance-framework-system-administration
coursera_legal-tech-startups,Legal Tech & Startups,Legal Tech & Startups by IE Business School. A curated course designed to build practical skills and confidence.,IE Business School,https://www.coursera.org/learn/legal-tech-startups
coursera_intro-chemistry,Introduction to Chemistry:  Reactions and Ratios,Introduction to Chemistry:  Reactions and Ratios by Duke University. A curated course designed to build practical skills and confidence.,Duke University,https://www.coursera.org/learn/intro-chemistry
coursera_stem-cells,The Science of Stem Cells,The Science of Stem Cells by American Museum of Natural History. A curated course designed to build practical skills and confidence.,American Museum of Natural History,https://www.coursera.org/learn/stem-cells
coursera_the-business-of-product-management-one,The Business of Product Management I,The Business of Product Management I by Advancing Women in Product. A curated course designed to build practical skills and confidence.,Advancing Women in Product,https://www.coursera.org/learn/the-business-of-product-management-one
coursera_positive-psychology-resilience,Positive Psychology: Resilience Skills,Positive Psychology: Resilience Skills by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/positive-psychology-resilience
coursera_ai-for-medical-prognosis,AI for Medical Prognosis,AI for Medical Prognosis by DeepLearning.AI. A curated course designed to build practical skills and confidence.,DeepLearning.AI,https://www.coursera.org/learn/ai-for-medical-prognosis
coursera_antibiotic-stewardship,Antibiotic Stewardship,Antibiotic Stewardship by Stanford University. A curated course designed to build practical skills and confidence.,Stanford University,https://www.coursera.org/learn/antibiotic-stewardship
coursera_ux-ui-design-de-interface,UX / UI: Fundamentos para o design de interface,UX / UI: Fundamentos para o design de interface by Universidade de São Paulo. A curated course designed to build practical skills and confidence.,Universidade de São Paulo,https://www.coursera.org/learn/ux-ui-design-de-interface
coursera_emt-foundations,EMT Foundations,EMT Foundations by University of Colorado System. A curated course designed to build practical skills and confidence.,University of Colorado System,https://www.coursera.org/learn/emt-foundations
coursera_iiot-google-cloud-platform,Industrial IoT on Google Cloud Platform,Industrial IoT on Google Cloud Platform by Google Cloud. A curated course designed to build practical skills and confidence.,Google Cloud,https://www.coursera.org/learn/iiot-google-cloud-platform
coursera_ibm-penetration-testing-incident-response-forensics,"Penetration Testing, Incident Response and Forensics","Penetration Testing, Incident Response and Forensics by IBM. A curated course designed to build practical skills and confidence.",IBM,https://www.coursera.org/learn/ibm-penetration-testing-incident-response-forensics
coursera_database-management,Database Management Essentials,Database Management Essentials by University of Colorado System. A curated course designed to build practical skills and confidence.,University of Colorado System,https://www.coursera.org/learn/database-management
coursera_role-of-advertising,Advertising and Society,Advertising and Society by Duke University. A curated course designed to build practical skills and confidence.,Duke University,https://www.coursera.org/learn/role-of-advertising
coursera_everyday-chinese-medicine,Everyday Chinese Medicine,Everyday Chinese Medicine by The Chinese University of Hong Kong. A curated course designed to build practical skills and confidence.,The Chinese University of Hong Kong,https://www.coursera.org/learn/everyday-chinese-medicine
coursera_fundamental-machine-learning-healthcare,Fundamentals of Machine Learning for Healthcare,Fundamentals of Machine Learning for Healthcare by Stanford University. A curated course designed to build practical skills and confidence.,Stanford University,https://www.coursera.org/learn/fundamental-machine-learning-healthcare
coursera_countering-terror-violent-extremism,New Approaches to Countering Terror: Countering Violent Extremism,"New Approaches to Countering Terror: Countering Violent Extremism by University of Maryland, College Park. A curated course designed to build practical skills and confidence.","University of Maryland, College Park",https://www.coursera.org/learn/countering-terror-violent-extremism
coursera_magic-middle-ages,Magic in the Middle Ages,Magic in the Middle Ages by Universitat de Barcelona. A curated course designed to build practical skills and confidence.,Universitat de Barcelona,https://www.coursera.org/learn/magic-middle-ages
coursera_challenging-forensic-science,Challenging Forensic Science: How Science Should Speak to Court,Challenging Forensic Science: How Science Should Speak to Court by University of Lausanne. A curated course designed to build practical skills and confidence.,University of Lausanne,https://www.coursera.org/learn/challenging-forensic-science
coursera_exploring-renewable-energy,Exploring Renewable Energy Schemes,Exploring Renewable Energy Schemes by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/exploring-renewable-energy
coursera_theropods-birds,Paleontology: Theropod Dinosaurs and the Origin of Birds,Paleontology: Theropod Dinosaurs and the Origin of Birds by University of Alberta. A curated course designed to build practical skills and confidence.,University of Alberta,https://www.coursera.org/learn/theropods-birds
coursera_corporatestrategy,Corporate Strategy,Corporate Strategy by UCL School of Management. A curated course designed to build practical skills and confidence.,UCL School of Management,https://www.coursera.org/learn/corporatestrategy
coursera_getting-started-with-essay-writing,Getting Started with Essay Writing,"Getting Started with Essay Writing by University of California, Irvine. A curated course designed to build practical skills and confidence.","University of California, Irvine",https://www.coursera.org/learn/getting-started-with-essay-writing
